metagene,log2foldchange_After abduction,q-value_After abduction
K00297,0.0517009974843138,1.0
K00298,-1.3739502755413393,1.0
K00299,0.1799951920244857,1.0
K00301,0.2193468333751833,1.0
K00302,-1.1034378592383771,1.0
K00303,-1.5479649691752382,1.0
K00304,0.0202099913866236,1.0
K00305,0.050611997822366,1.0
K00311,1.5560770991411357,0.0507363562986013
K00313,-0.5212616775523824,1.0
K00316,0.9807606166693664,1.0
K00318,1.3354591903892572,1.0
K00320,-0.3937000463817937,1.0
K00322,0.1836612248343669,1.0
K00324,0.2629565208925177,1.0
K00325,0.2906799099238353,1.0
K00330,0.1267240914144709,1.0
K00331,0.1825183818251972,1.0
K00332,-0.2206379546694215,1.0
K00333,-0.2626224834469517,1.0
K00334,-1.2633879098888876,0.4340726468342172
K00335,-1.4089026815821986,0.0484084045618263
K00336,-1.0993927903608005,1.0
K00337,0.0837082213958024,1.0
K00338,0.1427257944233286,1.0
K00339,0.1427257944233286,1.0
K00340,0.2611888624127059,1.0
K00341,0.1824726504602962,1.0
K00342,0.1279535533194096,1.0
K00343,0.167605044879163,1.0
K00344,0.1217956877942891,1.0
K00346,-0.0373928742961391,1.0
K00347,-0.0688936560294601,1.0
K00348,-0.1410094300281361,1.0
K00349,-0.0688936560294601,1.0
K00350,-0.0829429189831656,1.0
K00351,-0.4306247801618474,1.0
K00354,-1.202564797170656,1.0
K00355,-0.47622241709116,1.0
K00356,1.0406675834285508,1.0
K00360,-0.0568477931421913,1.0
K00362,1.742772083106682,0.0822008470718339
K00363,1.7154114402089973,0.1053073478366882
K00364,1.82052714908755,0.0550510566193465
K00365,-0.0569477258338564,1.0
K00366,-1.662858350393659,1.0
K00368,0.4957282588446665,1.0
K00370,1.7395963299575912,0.1457519017483789
K00371,1.9155028586869056,0.0175202202639264
K00372,-0.6671819644330339,1.0
K00373,1.6526132788574712,0.4726990379537089
K00374,1.9125099032906483,0.0140075336818069
K00375,-0.3630323235460122,1.0
K00376,1.3524578872960409,1.0
K00380,1.9703979873956576,0.4458099329099209
K00381,1.957065154786356,0.5005815952001694
K00382,1.381802226248675,0.1279045652097077
K00383,1.6865467985752158,0.124678691703569
K00384,0.4895187301160252,1.0
K00385,-2.104637351526597,0.0737880579194948
K00389,0.1534084344817501,1.0
K00390,0.8037104477787715,1.0
K00392,0.0734875834976578,1.0
K00394,-1.4392943530811109,1.0
K00395,-1.402737307834689,1.0
K00404,1.6281730973969608,0.1649206105433794
K00405,1.6258661775553394,0.1513497331431729
K00406,1.7396751940823931,0.0485339136680956
K00407,1.6272839580396106,0.1501570918038194
K00410,0.4123514940879227,1.0
K00411,0.7749089151993251,1.0
K00412,0.7740038149850015,1.0
K00413,1.498380134552649,1.0
K00425,1.5879148666056606,0.1315794898976453
K00426,1.6817298530022156,0.0209276146531449
K00427,-0.038062588569794,1.0
K00428,-0.5906085108487449,1.0
K00432,1.4598186802559583,0.5998751988819258
K00433,-1.3290090928945617,0.8658225345568648
K00435,1.0763416412815467,1.0
K00446,-0.1918798079381809,1.0
K00448,0.2915558126560398,1.0
K00449,0.3105789601343059,1.0
K00450,-0.908429617398466,1.0
K00451,-0.0284068392599874,1.0
K00453,0.2206313606085186,1.0
K00455,0.6406808425322017,1.0
K00457,0.0145355133886362,1.0
K00459,-0.6726723620776871,1.0
K00466,1.057977807181144,1.0
K00479,-0.2848664907935789,1.0
K00480,-0.1307524343528476,1.0
K00481,0.1437457657910388,1.0
K00483,-0.147533155646039,1.0
K00484,0.17954499860876,1.0
K00491,2.2939824615251982,1.0
K00493,0.9231813942056766,1.0
K00496,0.6329488525670729,1.0
K00499,0.2112516039578189,1.0
K00500,1.4349779348879006,0.4101023940612482
K00505,1.032538027871877,1.0
K00507,-0.0559602462394999,1.0
K00508,1.169700270465342,1.0
K00510,-0.90351595745766,1.0
K00517,-0.0098367562563925,1.0
K00518,0.6328430339165945,1.0
K00520,0.1965357658438029,1.0
K00523,-0.0556528630070256,1.0
K00525,0.9498740813066344,1.0
K00526,1.088062172547896,0.8304693654535771
K00527,0.5354327261921102,1.0
K00528,-1.3368364697396848,0.25078875346886
K00529,-0.2544972341928597,1.0
K00532,-2.245179983483569,0.0498979943621752
K00533,-2.5397201664278093,0.0080855043055778
K00537,0.4897410166272165,1.0
K00547,0.7554773987639952,1.0
K00548,-1.1648268275036875,1.0
K00549,1.5450610960388609,0.142114629983361
K00554,0.7323458848683602,1.0
K00556,-0.4345810121978444,1.0
K00557,0.054032968860006,1.0
K00558,0.0642808624019688,1.0
K00560,0.7287386310179985,1.0
K00561,0.1178503712199161,1.0
K00563,0.870621530677385,1.0
K00564,0.9651502168239608,1.0
K00566,0.7482324355314065,1.0
K00567,0.6920208080733476,1.0
K00568,-0.2552088357669841,1.0
K00571,0.7432629782751535,1.0
K00573,-0.100463345037558,1.0
K00574,0.2027153085835531,1.0
K00575,-0.7617710175881132,1.0
K00588,-0.0715808688873191,1.0
K00590,-0.9722438846277504,1.0
K00594,0.7250047233738377,1.0
K00595,-1.6149207809506487,0.479329208779756
K00596,0.5787930358163094,1.0
K00598,-0.176903189670788,1.0
K00600,0.7360479013160232,1.0
K00602,0.7213618302302326,1.0
K00603,-1.212544113360274,1.0
K00604,0.7268411997130909,1.0
K00605,0.4334503004306046,1.0
K00606,0.3219254216786085,1.0
K00609,0.726990360173008,1.0
K00610,-1.5244960232962828,0.1792567283036638
K00611,0.5965466063544236,1.0
K00612,-0.8738049470223919,1.0
K00615,0.108883603882349,1.0
K00616,0.1521847709465149,1.0
K00619,0.0754147238583071,1.0
K00620,-0.4567104587665129,1.0
K00625,0.6380570057991448,1.0
K00626,1.153661146764959,1.0
K00627,1.6430910028664334,0.017525423905956
K00631,-0.0886269329005806,1.0
K00632,0.0940391866423706,1.0
K00633,-0.6514519803280168,1.0
K00634,-0.1714169430647991,1.0
K00638,-1.2546968797484015,1.0
K00639,0.0434903014828926,1.0
K00640,0.5351706791731151,1.0
K00641,1.4032047806659966,1.0
K00645,0.7166710770384245,1.0
K00646,0.0708762931234232,1.0
K00647,0.1431099801228099,1.0
K00648,0.839129884826523,1.0
K00651,0.1404736187658186,1.0
K00652,0.8286392955771881,1.0
K00655,0.49531491128461,1.0
K00656,0.4173830615476596,1.0
K00657,0.9981113511326508,1.0
K00658,1.3072484204886274,1.0
K00661,0.0725642214242523,1.0
K00662,0.2864682079614435,1.0
K00663,0.3605613088557681,1.0
K00666,-0.4422777928546828,1.0
K00673,-0.0719647320290284,1.0
K00674,0.1143571797140632,1.0
K00675,-0.962317338915646,1.0
K00677,-0.1293893011406446,1.0
K00680,0.2498652287182274,1.0
K00681,0.6736066071364031,1.0
K00683,0.5913885269494927,1.0
K00684,-0.8176652247278051,1.0
K00685,1.3866848624781196,1.0
K00686,-0.8476650334973854,1.0
K00687,0.530479335724228,1.0
K00688,-0.1226331414158148,1.0
K00689,-3.2964694933890937,0.00014830925700262055
K00690,-0.6474940895133499,1.0
K00691,1.3555353435962956,1.0
K00692,0.0734987321769979,1.0
K00694,0.1627575929685893,1.0
K00697,0.3004531169342815,1.0
K00700,-0.2778642219464851,1.0
K00702,-1.4730765554535976,1.0
K00703,-0.2308752499931525,1.0
K00705,-0.8447727360785438,1.0
K00712,1.9581061706128016,1.0
K00720,-1.3111823225497825,1.0
K00721,-0.7658250300484379,1.0
K00729,0.9602745696746544,1.0
K00737,0.2602599423865814,1.0
K00748,-0.1447527903898104,1.0
K00752,-0.3623215907741188,1.0
K00754,-0.4222181467798429,1.0
K00756,0.7882425240398834,1.0
K00757,-0.8787626455822921,1.0
K00758,0.302775910575234,1.0
K00759,0.8874353310047267,1.0
K00760,0.527097308723296,1.0
K00761,0.7560228223057517,1.0
K00762,0.5251021386468139,1.0
K00763,0.7754987947673284,1.0
K00764,0.5027907206202654,1.0
K00765,0.0153948933312741,1.0
K00766,0.5304019114162493,1.0
K00767,-1.3145644050724696,0.2107404005382571
K00768,-1.0656533887978248,1.0
K00769,-0.1469195321746577,1.0
K00772,-0.505092886154554,1.0
K00773,0.6853830234623829,1.0
K00782,0.4944379915268769,1.0
K00783,0.7172524683359268,1.0
K00784,0.5804245862977699,1.0
K00786,-1.9544585355257211,0.1561807267903807
K00788,0.1535582147540193,1.0
K00789,0.5218955095488007,1.0
K00790,0.74644489924547,1.0
K00791,0.7438114208770095,1.0
K00793,0.438544741898406,1.0
K00794,0.5218936214580524,1.0
K00795,-0.1545055835584936,1.0
K00796,0.2291759737878427,1.0
K00797,-0.9590343269230884,1.0
K00798,-0.725139235688224,1.0
K00799,-0.3374059585068605,1.0
K00800,0.4517524753001124,1.0
K00801,0.7138956204965838,1.0
K00803,0.2558991595044781,1.0
K00805,0.6242132236735823,1.0
K00806,0.6968240245320216,1.0
K00809,1.2653892374936992,1.0
K00812,-1.0035505713517,1.0
K00813,-1.6814268679118485,1.0
K00817,0.3794823563314093,1.0
K00818,1.0378824209233024,1.0
K00819,1.384088377514812,1.0
K00820,0.626669108546865,1.0
K00821,-1.5004322617135877,0.0150154524377943
K00822,1.5378306012522809,0.0474629932788801
K00823,1.5167991952006457,0.127158203654334
K00824,0.882416752578187,1.0
K00826,0.6375604611645468,1.0
K00831,-0.4619468751845736,1.0
K00832,-0.5176168976750346,1.0
K00833,0.4035634002079191,1.0
K00835,0.0363865869240536,1.0
K00836,0.158801925090358,1.0
K00839,2.546385069485693,0.3295152770893773
K00840,-0.0539823008027759,1.0
K00841,1.6513749279704173,0.5673900576241994
K00842,-0.1519291222754155,1.0
K00844,-0.0450105312618458,1.0
K00845,0.5665892702163259,1.0
K00847,0.4507534699079323,1.0
K00848,-0.2938730032684966,1.0
K00849,0.2326009066851393,1.0
K00850,0.1866489668473097,1.0
K00851,1.6401131956569406,0.210825730095402
K00852,0.6045392690095064,1.0
K00853,1.0183705667828802,1.0
K00854,0.0857080334313562,1.0
K00855,-0.0096761526678821,1.0
K00856,-1.0273135115998755,1.0
K00857,1.1881504736983013,0.7816388569559917
K00858,0.7243500208244478,1.0
K00859,0.7312592308030428,1.0
K00860,1.6287152215750091,0.4647949653120912
K00862,0.2128532847768891,1.0
K00863,-0.4688541273450319,1.0
K00864,0.5816700014619224,1.0
K00865,0.5581786941363088,1.0
K00867,1.1806899851576926,1.0
K00868,0.9754694372226692,1.0
K00869,1.6004185887539957,0.6679658517319431
K00870,1.1770193683419392,1.0
K00872,1.0743323918775831,1.0
K00873,0.7055889183310251,1.0
K00874,0.0290609566967015,1.0
K00876,0.5807934385896482,1.0
K00878,0.2572617868529991,1.0
K00879,-1.8068585185661368,0.0285215249934405
K00880,-0.5610091776910029,1.0
K00881,0.0953543994319079,1.0
K00882,0.7230054404415462,1.0
K00883,-0.1051227755598021,1.0
K00884,-0.1378813052964065,1.0
K00885,-0.1672650894987943,1.0
K00886,0.3598164079311124,1.0
K00887,1.4828579247021418,1.0
K00891,0.2894678162108024,1.0
K00892,-0.0367832958569049,1.0
K00895,-0.2760568142166228,1.0
K00897,0.3906197279747987,1.0
K00899,0.1514051825316378,1.0
K00901,-1.4694950910730724,0.6745147580402653
K00906,-0.0181677342214536,1.0
K00912,-0.0366686200854142,1.0
K00917,1.2705396099939683,1.0
K00918,-1.6215244741609625,1.0
K00919,0.6237481463914911,1.0
K00924,1.5406123638541909,1.0
K00925,0.7017291161134083,1.0
K00926,0.348674433961279,1.0
K00927,0.7244195231271904,1.0
K00928,0.6037344174542435,1.0
K00929,-0.4823125504002514,1.0
K00930,-0.0087396521910694,1.0
K00931,0.3334846964887989,1.0
K00932,-0.022390473010605,1.0
K00936,-0.476950042364366,1.0
K00937,0.0815480555920435,1.0
K00938,1.6002291370465742,0.6686599475812751
K00939,0.7277683130172884,1.0
K00940,1.400178052662994,0.3729777358450774
K00941,0.6464716171718912,1.0
K00942,0.7976411647309641,1.0
K00943,1.0754432845735955,1.0
K00945,0.4314833141113652,1.0
K00946,-0.0167588310936641,1.0
K00948,0.6289881737334813,1.0
K00949,0.5777668545108167,1.0
K00950,0.8676840589309387,1.0
K00951,0.7481300587973085,1.0
K00952,-2.689326377302057,0.0281465831653579
K00954,0.7249643679255585,1.0
K00955,-0.5753954103738752,1.0
K00956,-0.2217485410181083,1.0
K00957,-0.5235479135346355,1.0
K00958,2.59472703053801,0.1485614868221455
K00962,0.3853300557506459,1.0
K00963,1.2145856003045798,0.9740264770975624
K00965,0.2197188985452323,1.0
K00966,-0.0456588426745974,1.0
K00968,-0.2700154871669313,1.0
K00969,0.7223090655655972,1.0
K00970,-0.0936479570100892,1.0
K00971,-1.0780301584764995,1.0
K00972,-0.9144612648035024,1.0
K00973,0.3055924487585245,1.0
K00974,0.6351255793097748,1.0
K00975,-0.4175323951387544,1.0
K00978,-0.8824743853150903,1.0
K00979,-0.2211489683839824,1.0
K00980,0.0599655127220541,1.0
K00981,0.7298240772563781,1.0
K00982,0.1597600512721577,1.0
K00983,-0.5262779210857536,1.0
K00984,0.2819447683245273,1.0
K00986,-0.356564182356283,1.0
K00989,-0.7495946812235266,1.0
K00990,0.1636145734899066,1.0
K00991,0.2221603774223595,1.0
K00992,1.1990645338566546,1.0
K00995,0.7290415504321891,1.0
K00996,-1.474819422161676,1.0
K00997,1.1046586794275208,1.0
K00998,-0.1028051706846204,1.0
K01000,0.6687083141591643,1.0
K01002,-1.9903474573710491,0.0026514545526535
K01006,0.0159564628151551,1.0
K01007,0.2157639011719938,1.0
K01008,-1.0414963986649348,1.0
K01011,-0.119464327054332,1.0
K01012,-0.3855654930885066,1.0
K01023,0.579802431563916,1.0
K01026,-1.9602984351470625,1.0
K01028,0.0582801903630381,1.0
K01029,-0.3013907671736577,1.0
K01031,1.1342551931671707,1.0
K01032,1.1377913868332168,1.0
K01034,-0.4035529615914603,1.0
K01035,-0.4042706668126354,1.0
K01039,-1.477010110371873,1.0
K01040,-1.4912544896592808,1.0
K01042,0.5179108216369617,1.0
K01046,1.2211070504531902,1.0
K01048,-1.235326298489766,1.0
K01051,0.7438054987795149,1.0
K01053,-0.2541697688442814,1.0
K01055,-0.0054418043976214,1.0
K01056,0.7277733852023796,1.0
K01057,-0.2471835411521836,1.0
K01058,0.0318868728389969,1.0
K01060,0.1628871232037969,1.0
K01061,0.0232072652373387,1.0
K01066,-0.6516912094123579,1.0
K01069,0.0634638788689674,1.0
K01070,0.0299519823526539,1.0
K01071,1.095888125952326,1.0
K01073,0.7687155611170826,1.0
K01075,1.548622191558842,0.0497689381264776
K01077,0.5876301681314038,1.0
K01079,0.1849294486885808,1.0
K01081,-0.3177699194549293,1.0
K01082,-0.1914730662426857,1.0
K01083,1.1145765036084885,1.0
K01085,0.0314476093946531,1.0
K01087,0.464251920713688,1.0
K01089,-0.2507074723157412,1.0
K01090,0.4397740351728951,1.0
K01091,-0.0564373071986741,1.0
K01092,0.6940004799433673,1.0
K01093,0.2314477443104547,1.0
K01095,-0.2231160200687643,1.0
K01096,-0.2022709744282851,1.0
K01101,0.9058325559947942,1.0
K01104,0.6602931099741896,1.0
K01113,0.0442513577575376,1.0
K01114,0.713681757188378,1.0
K01118,0.4085853035816148,1.0
K01119,0.7046435869654607,1.0
K01120,1.431876793123586,1.0
K01121,1.1770193683419392,1.0
K01126,1.148596452494199,1.0
K01129,-1.0541411184497915,1.0
K01130,-0.4578399947218787,1.0
K01133,-1.1175780678353653,1.0
K01134,0.1453514149799388,1.0
K01135,0.5368404535342421,1.0
K01138,-1.2445316521325331,1.0
K01139,0.0857325443967056,1.0
K01141,-0.3387582008518615,1.0
K01142,0.4391750289924829,1.0
K01144,-0.2575629674056556,1.0
K01146,-0.0367832958569049,1.0
K01147,-0.2043911877359705,1.0
K01150,-0.1617962527552394,1.0
K01151,0.5926254705528765,1.0
K01153,0.6425494101095792,1.0
K01154,0.4491811367039623,1.0
K01155,-0.5814735326463307,1.0
K01156,0.4318987002353261,1.0
K01159,-0.2848221461856033,1.0
K01160,-0.4010966878831248,1.0
K01163,-1.6325602965854142,0.5470401328126037
K01166,1.081489448044019,1.0
K01167,-0.0724061474282957,1.0
K01169,-0.0322527661362423,1.0
K01173,-0.3103101586174113,1.0
K01174,0.8248117082339139,1.0
K01175,-0.1053036398422055,1.0
K01176,0.1469915766329157,1.0
K01179,-1.101823109296728,1.0
K01181,-0.4038154683756769,1.0
K01182,-0.7334619907660094,1.0
K01183,0.0539107918720156,1.0
K01185,0.2852618528746631,1.0
K01186,-0.8336461815856748,1.0
K01187,0.4449561707122096,1.0
K01190,-0.1753246540475519,1.0
K01191,-0.1183395862627729,1.0
K01192,-1.4088310018275396,1.0
K01193,0.3325172978501378,1.0
K01194,-0.2806520545291791,1.0
K01195,0.2326290494131369,1.0
K01197,-1.7780043907451517,1.0
K01198,-0.915365592758124,1.0
K01200,-0.2982542301142239,1.0
K01201,0.7116057983496114,1.0
K01205,-0.6430140716436215,1.0
K01206,-0.2069683727193996,1.0
K01207,-0.2750359231841117,1.0
K01209,-0.9446333596495808,1.0
K01210,0.2142740140422618,1.0
K01212,0.2557605088165391,1.0
K01215,0.1651266788138377,1.0
K01216,-0.4526857025211523,1.0
K01218,-0.6732991859297184,1.0
K01220,1.877372186036313,0.5339877026544292
K01222,-0.2095373162067928,1.0
K01223,0.4765651513793691,1.0
K01224,0.3586777368045978,1.0
K01226,0.8531624323920852,1.0
K01227,0.839006367422372,1.0
K01232,1.020570738300489,1.0
K01233,0.8773790850417567,1.0
K01235,-1.0028912770101992,1.0
K01236,0.1163936109008132,1.0
K01239,0.1015997555032401,1.0
K01241,-0.1848817420275517,1.0
K01243,0.6895111879798554,1.0
K01246,1.1148437665529145,1.0
K01247,-0.900638695872424,1.0
K01250,0.8233182601386071,1.0
K01251,-0.8355085186842692,1.0
K01252,-0.290549034677704,1.0
K01253,-0.1605835752163109,1.0
K01255,0.0522916120155445,1.0
K01256,0.92945410365546,1.0
K01258,0.9831841011110808,1.0
K01259,0.3437904469901559,1.0
K01261,1.4710891488697495,1.0
K01262,0.7323621599172839,1.0
K01263,1.964555927033316,1.0
K01265,0.574891384001597,1.0
K01266,-0.3720119745721937,1.0
K01267,-1.8728053047176931,0.0144522963403634
K01269,1.076475930768709,1.0
K01270,-0.6765280173683401,1.0
K01271,1.0215716397952312,1.0
K01273,-1.5807317311968083,0.1168529405392536
K01274,0.2305771128696661,1.0
K01277,-0.0088996482145449,1.0
K01278,-0.0736645358514398,1.0
K01281,0.6674006871739814,1.0
K01284,-0.2442588604135205,1.0
K01286,-1.5558488641694126,0.0045068947367177
K01295,-0.8039633551509144,1.0
K01297,-0.3425808466408861,1.0
K01299,-0.2135109315256216,1.0
K01303,-1.6065454059636917,1.0
K01304,1.1664062234396784,1.0
K01305,-1.039803176419395,1.0
K01308,-2.345839418425602,0.0069632836051796
K01318,2.83624258147136,0.0889996194044594
K01322,0.0376275118219597,1.0
K01338,-0.8536810055307624,1.0
K01354,0.0581608450879005,1.0
K01356,0.5629803772160135,1.0
K01358,0.6800203495205925,1.0
K01361,0.3587185100111547,1.0
K01372,1.1976701800757037,1.0
K01387,0.230685230723618,1.0
K01390,-0.3198806829718281,1.0
K01401,2.443408726676935,0.8088356265250517
K01407,-0.1047939236683148,1.0
K01409,0.7094526547716029,1.0
K01414,-0.1994551569371123,1.0
K01416,0.6728427669336712,1.0
K01419,2.000987473938048,0.0295947292943644
K01420,-0.1682429498836393,1.0
K01421,0.2870969561456753,1.0
K01424,0.8709639646415728,1.0
K01425,0.4003112045377555,1.0
K01426,0.3232143332764648,1.0
K01428,-0.2206720960236015,1.0
K01429,0.2569472094988956,1.0
K01430,-0.2495951460934131,1.0
K01433,0.1004291702810311,1.0
K01434,0.0157805308346621,1.0
K01436,-0.9246486272032032,1.0
K01438,0.6303016087275713,1.0
K01439,0.687799174846949,1.0
K01442,0.7691385695231838,1.0
K01443,0.7364496430716254,1.0
K01444,-2.6407259027425445,0.0026644355576957
K01446,-0.1075710339048496,1.0
K01447,-0.3700082426731232,1.0
K01448,0.1528102642575588,1.0
K01449,-2.380683920278852,0.00031361289101009964
K01451,-0.2804740905380345,1.0
K01453,0.6678079805014738,1.0
K01455,-1.9460218596109795,1.0
K01457,0.5145541395174643,1.0
K01460,-0.0322527661362423,1.0
K01462,0.65511614045167,1.0
K01464,-1.5196364814386527,0.0284644574859974
K01465,0.8183463594612151,1.0
K01466,-1.2204084392005496,1.0
K01467,0.0752037365573365,1.0
K01468,-0.443454060357803,1.0
K01469,0.4812993958797228,1.0
K01470,-1.4600909594396323,0.4163619985370756
K01473,-0.5022728383112893,1.0
K01474,-0.4802102753021644,1.0
K01476,-0.7487356488304298,1.0
K01477,-0.0459877715980756,1.0
K01478,1.6539239178965546,0.2652385636324679
K01479,1.70828927137795,1.0
K01480,-1.1760223389444748,1.0
K01481,1.0249565223065478,1.0
K01482,0.1620470831293237,1.0
K01483,-1.6918603391360936,0.9771875260839546
K01484,-0.0705758857033311,1.0
K01485,0.4833108175328615,1.0
K01486,-0.8303978080469241,1.0
K01487,-0.7222629598062293,1.0
K01488,-0.0186135370290483,1.0
K01489,0.6412020946312509,1.0
K01491,0.7228809803143194,1.0
K01492,-0.6309353542254346,1.0
K01493,0.5905117306270149,1.0
K01494,-0.6667950273757268,1.0
K01495,-0.1826700175660296,1.0
K01496,-0.6768070378270212,1.0
K01497,0.5475980853762517,1.0
K01501,-0.9735730913420366,1.0
K01502,0.9177496574839064,1.0
K01505,-0.3561771783228253,1.0
K01507,-1.067050231084019,1.0
